tconst,averageRating,numVotes,primaryTitle,originalTitle,startYear,runtimeMinutes,genres
imdb.com/title/tt0075029,7.8,72202,The Outlaw Josey Wales,The Outlaw Josey Wales,1976,135,Western
imdb.com/title/tt1843866,7.8,811567,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014,136,"Action,Adventure,Sci-Fi"
imdb.com/title/tt1286537,7.8,50973,"Food, Inc.","Food, Inc.",2008,94,"Documentary,News"
imdb.com/title/tt0085794,7.8,100218,The King of Comedy,The King of Comedy,1982,109,"Comedy,Crime,Drama"
imdb.com/title/tt1149362,7.8,72701,The White Ribbon,Das weiße Band - Eine deutsche Kindergeschichte,2009,144,"Drama,Mystery,Thriller"
imdb.com/title/tt0275277,7.8,47652,Cowboy Bebop: The Movie,Cowboy Bebop: Tengoku no tobira,2001,115,"Action,Animation,Crime"
imdb.com/title/tt0087553,7.8,54951,The Killing Fields,The Killing Fields,1984,141,"Biography,Drama,History"
imdb.com/title/tt5168192,7.8,58903,"I, Daniel Blake","I, Daniel Blake",2016,100,Drama
imdb.com/title/tt0026138,7.8,47338,The Bride of Frankenstein,Bride of Frankenstein,1935,75,"Drama,Horror,Sci-Fi"
imdb.com/title/tt0036342,7.8,64385,Shadow of a Doubt,Shadow of a Doubt,1943,108,"Film-Noir,Thriller"
imdb.com/title/tt0073341,7.8,48286,The Man Who Would Be King,The Man Who Would Be King,1975,129,"Adventure,History,War"
imdb.com/title/tt0132477,7.8,89222,October Sky,October Sky,1999,108,"Biography,Drama,Family"
imdb.com/title/tt1235166,7.8,97742,A Prophet,Un prophète,2009,155,"Crime,Drama"
imdb.com/title/tt0031971,7.8,47996,Stagecoach,Stagecoach,1939,96,"Adventure,Drama,Western"
imdb.com/title/tt0108037,7.8,88481,The Sandlot,The Sandlot,1993,101,"Comedy,Drama,Family"
imdb.com/title/tt0097202,7.8,47876,The Killer,Dip huet seung hung,1989,111,"Action,Crime,Drama"
imdb.com/title/tt6452574,7.8,52821,Sanju,Sanju,2018,155,"Biography,Comedy,Drama"
imdb.com/title/tt0021884,7.8,70852,Frankenstein,Frankenstein,1931,70,"Drama,Horror,Sci-Fi"
imdb.com/title/tt0485947,7.8,229424,Mr. Nobody,Mr. Nobody,2009,141,"Drama,Fantasy,Romance"
imdb.com/title/tt0036855,7.8,28084,Gaslight,Gaslight,1944,114,"Crime,Drama,Mystery"
imdb.com/title/tt0093773,7.8,398435,Predator,Predator,1987,107,"Action,Adventure,Horror"
imdb.com/title/tt5764096,7.8,27809,Hindi Medium,Hindi Medium,2017,132,"Comedy,Drama"
imdb.com/title/tt4846340,7.8,221423,Hidden Figures,Hidden Figures,2016,127,"Biography,Drama,History"
imdb.com/title/tt10699086,7.8,28849,Bachchhan Paandey,Bachchhan Paandey,2022,147,"Action,Comedy,Crime"
imdb.com/title/tt0087332,7.8,403090,Ghostbusters,Ghostbusters,1984,105,"Action,Comedy,Fantasy"
imdb.com/title/tt0042208,7.8,26423,The Asphalt Jungle,The Asphalt Jungle,1950,112,"Crime,Drama,Film-Noir"
imdb.com/title/tt1302006,7.8,369551,The Irishman,The Irishman,2019,209,"Biography,Crime,Drama"
imdb.com/title/tt0291350,7.8,27075,Millennium Actress,Sennen joyû,2001,87,"Animation,Drama,Fantasy"
imdb.com/title/tt0088847,7.8,384155,The Breakfast Club,The Breakfast Club,1985,97,"Comedy,Drama"
imdb.com/title/tt0058450,7.8,26977,The Umbrellas of Cherbourg,Les parapluies de Cherbourg,1964,91,"Drama,Musical,Romance"
imdb.com/title/tt8130968,7.8,27046,Badla,Badla,2019,118,"Crime,Drama,Mystery"
imdb.com/title/tt0078754,7.8,31169,All That Jazz,All That Jazz,1979,123,"Drama,Music,Musical"
imdb.com/title/tt0040724,7.8,30759,Red River,Red River,1948,133,"Drama,Western"
imdb.com/title/tt2245084,7.8,445810,Big Hero 6,Big Hero 6,2014,102,"Action,Adventure,Animation"
imdb.com/title/tt0026778,7.8,32561,A Night at the Opera,A Night at the Opera,1935,96,"Comedy,Music,Musical"
imdb.com/title/tt3281548,7.8,189051,Little Women,Little Women,2019,135,"Drama,Romance"
imdb.com/title/tt0067992,7.8,195602,Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,1971,100,"Family,Fantasy,Musical"
imdb.com/title/tt0100157,7.8,202317,Misery,Misery,1990,107,"Drama,Thriller"
imdb.com/title/tt0880502,7.8,31922,The Edge of Heaven,Auf der anderen Seite,2007,122,Drama
imdb.com/title/tt1398426,7.8,196431,Straight Outta Compton,Straight Outta Compton,2015,147,"Biography,Drama,History"
imdb.com/title/tt0375679,7.8,432626,Crash,Crash,2004,112,"Crime,Drama,Thriller"
imdb.com/title/tt1596363,7.8,413469,The Big Short,The Big Short,2015,130,"Biography,Comedy,Drama"
imdb.com/title/tt0260991,7.8,29418,Joint Security Area,Gongdong gyeongbi guyeok JSA,2000,110,"Action,Drama,Thriller"
imdb.com/title/tt0053619,7.8,29233,L'Avventura,L'avventura,1960,144,"Drama,Mystery,Romance"
imdb.com/title/tt1132620,7.8,215328,The Girl with the Dragon Tattoo,Män som hatar kvinnor,2009,152,"Crime,Drama,Mystery"
imdb.com/title/tt0325710,7.8,427790,The Last Samurai,The Last Samurai,2003,154,"Action,Drama"
imdb.com/title/tt0210945,7.8,210810,Remember the Titans,Remember the Titans,2000,113,"Biography,Drama,Sport"
imdb.com/title/tt7098658,7.8,29761,Raazi,Raazi,2018,138,"Action,Drama,Thriller"
imdb.com/title/tt0055018,7.8,29820,The Innocents,The Innocents,1961,100,Horror
imdb.com/title/tt0765429,7.8,417757,American Gangster,American Gangster,2007,157,"Biography,Crime,Drama"
imdb.com/title/tt4434004,7.8,29899,Udta Punjab,Udta Punjab,2016,148,"Action,Crime,Drama"
imdb.com/title/tt3553976,7.8,212951,Captain Fantastic,Captain Fantastic,2016,118,"Comedy,Drama"
imdb.com/title/tt0106977,7.8,287491,The Fugitive,The Fugitive,1993,130,"Action,Crime,Drama"
imdb.com/title/tt8367814,7.8,309635,The Gentlemen,The Gentlemen,2019,113,"Action,Comedy,Crime"
imdb.com/title/tt0414387,7.8,286112,Pride & Prejudice,Pride & Prejudice,2005,129,"Drama,Romance"
imdb.com/title/tt0119177,7.8,297313,Gattaca,Gattaca,1997,106,"Drama,Sci-Fi,Thriller"
imdb.com/title/tt0379786,7.8,293335,Serenity,Serenity,2005,119,"Action,Adventure,Sci-Fi"
imdb.com/title/tt4034228,7.8,272418,Manchester by the Sea,Manchester by the Sea,2016,137,Drama
imdb.com/title/tt0783233,7.8,271416,Atonement,Atonement,2007,123,"Drama,Mystery,Romance"
imdb.com/title/tt0472043,7.8,306750,Apocalypto,Apocalypto,2006,139,"Action,Adventure,Drama"
imdb.com/title/tt0824747,7.8,251923,Changeling,Changeling,2008,141,"Biography,Crime,Drama"
imdb.com/title/tt7961060,7.8,26027,Dragon Ball Super: Broly,Doragon bôru chô: Burorî,2018,100,"Action,Adventure,Animation"
imdb.com/title/tt0358273,7.8,246785,Walk the Line,Walk the Line,2005,136,"Biography,Drama,Music"
imdb.com/title/tt1182345,7.8,352840,Moon,Moon,2009,97,"Drama,Mystery,Sci-Fi"
imdb.com/title/tt0964517,7.8,358997,The Fighter,The Fighter,2010,116,"Action,Biography,Drama"
imdb.com/title/tt0120601,7.8,329294,Being John Malkovich,Being John Malkovich,1999,113,"Comedy,Drama,Fantasy"
imdb.com/title/tt1646971,7.8,326126,How to Train Your Dragon 2,How to Train Your Dragon 2,2014,102,"Action,Adventure,Animation"
imdb.com/title/tt1748122,7.8,342783,Moonrise Kingdom,Moonrise Kingdom,2012,94,"Comedy,Drama,Romance"
imdb.com/title/tt0091042,7.8,346690,Ferris Bueller's Day Off,Ferris Bueller's Day Off,1986,103,Comedy
imdb.com/title/tt0030993,7.8,25428,You Can't Take It with You,You Can't Take It with You,1938,126,"Comedy,Drama,Romance"
imdb.com/title/tt2194499,7.8,335496,About Time,About Time,2013,123,"Comedy,Drama,Fantasy"
imdb.com/title/tt0780504,7.8,615056,Drive,Drive,2011,100,"Action,Drama"
imdb.com/title/tt0388473,7.8,38545,Tokyo Godfathers,Tôkyô goddofâzâzu,2003,90,"Adventure,Animation,Comedy"
imdb.com/title/tt4302938,7.8,126649,Kubo and the Two Strings,Kubo and the Two Strings,2016,101,"Action,Adventure,Animation"
imdb.com/title/tt1535109,7.8,449235,Captain Phillips,Captain Phillips,2013,134,"Action,Biography,Crime"
imdb.com/title/tt0421715,7.8,632718,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,2008,166,"Drama,Fantasy,Romance"
imdb.com/title/tt1588170,7.8,125402,I Saw the Devil,Ang-ma-reul bo-at-da,2010,144,"Action,Crime,Drama"
imdb.com/title/tt4698684,7.8,126254,Hunt for the Wilderpeople,Hunt for the Wilderpeople,2016,101,"Adventure,Comedy,Drama"
imdb.com/title/tt5013056,7.8,628127,Dunkirk,Dunkirk,2017,106,"Action,Drama,History"
imdb.com/title/tt0063350,7.8,125465,Night of the Living Dead,Night of the Living Dead,1968,96,"Horror,Thriller"
imdb.com/title/tt0101507,7.8,137398,Boyz n the Hood,Boyz n the Hood,1991,112,"Crime,Drama"
imdb.com/title/tt0107692,7.8,36880,Ninja Scroll,Jûbê ninpûchô,1993,94,"Action,Adventure,Animation"
imdb.com/title/tt0099077,7.8,137184,Awakenings,Awakenings,1990,121,"Biography,Drama"
imdb.com/title/tt0162222,7.8,573556,Cast Away,Cast Away,2000,143,"Adventure,Drama,Romance"
imdb.com/title/tt3460252,7.8,575470,The Hateful Eight,The Hateful Eight,2015,168,"Crime,Drama,Mystery"
imdb.com/title/tt0097814,7.8,139242,Kiki's Delivery Service,Majo no takkyûbin,1989,103,"Animation,Family,Fantasy"
imdb.com/title/tt2213054,7.8,36462,Kai Po Che,Kai po che!,2013,130,"Drama,Sport"
imdb.com/title/tt0106489,7.8,137994,A Bronx Tale,A Bronx Tale,1993,121,"Crime,Drama"
imdb.com/title/tt0097441,7.8,132871,Glory,Glory,1989,122,"Biography,Drama,History"
imdb.com/title/tt0936501,7.8,591922,Taken,Taken,2008,90,"Action,Crime,Thriller"
imdb.com/title/tt3748528,7.8,602504,Rogue One: A Star Wars Story,Rogue One,2016,133,"Action,Adventure,Sci-Fi"
imdb.com/title/tt0338309,7.8,37989,Evil,Ondskan,2003,113,Drama
imdb.com/title/tt0116477,7.8,37816,Hamlet,Hamlet,1996,242,Drama
imdb.com/title/tt0907657,7.8,115490,Once,Once,2007,86,"Drama,Music,Romance"
imdb.com/title/tt2317337,7.8,42682,Vicky Donor,Vicky Donor,2012,126,"Comedy,Romance"
imdb.com/title/tt1924396,7.8,116725,The Best Offer,La migliore offerta,2013,131,"Crime,Drama,Mystery"
imdb.com/title/tt1285016,7.8,680144,The Social Network,The Social Network,2010,120,"Biography,Drama"
imdb.com/title/tt1074638,7.8,682761,Skyfall,Skyfall,2012,143,"Action,Adventure,Thriller"
imdb.com/title/tt0460791,7.8,111287,The Fall,The Fall,2006,117,"Adventure,Drama,Fantasy"
imdb.com/title/tt0061735,7.8,44579,Guess Who's Coming to Dinner,Guess Who's Coming to Dinner,1967,108,"Comedy,Drama"
imdb.com/title/tt0069947,7.8,40330,The Day of the Jackal,The Day of the Jackal,1973,143,"Crime,Drama,Thriller"
imdb.com/title/tt1170358,7.8,640639,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,161,"Adventure,Fantasy"
imdb.com/title/tt3841424,7.8,40187,Land of Mine,Under sandet,2015,100,"Drama,History,War"
imdb.com/title/tt0068361,7.8,42269,The Discreet Charm of the Bourgeoisie,Le charme discret de la bourgeoisie,1972,102,Comedy
imdb.com/title/tt0071615,7.8,41798,The Holy Mountain,La montaña sagrada,1973,114,"Adventure,Drama,Fantasy"
imdb.com/title/tt0077402,7.8,118476,Dawn of the Dead,Dawn of the Dead,1978,127,"Horror,Thriller"
imdb.com/title/tt0425112,7.8,494209,Hot Fuzz,Hot Fuzz,2007,121,"Action,Comedy,Mystery"
imdb.com/title/tt0140352,7.8,168904,The Insider,The Insider,1999,157,"Biography,Drama,Thriller"
imdb.com/title/tt0058331,7.8,168661,Mary Poppins,Mary Poppins,1964,139,"Comedy,Family,Fantasy"
imdb.com/title/tt5104604,7.8,162315,Isle of Dogs,Isle of Dogs,2018,101,"Adventure,Animation,Comedy"
imdb.com/title/tt0096874,7.8,516180,Back to the Future Part II,Back to the Future Part II,1989,108,"Adventure,Comedy,Sci-Fi"
imdb.com/title/tt2872718,7.8,519803,Nightcrawler,Nightcrawler,2014,117,"Crime,Drama,Thriller"
imdb.com/title/tt1568346,7.8,453889,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,2011,158,"Crime,Drama,Mystery"
imdb.com/title/tt0109707,7.8,173676,Ed Wood,Ed Wood,1994,127,"Biography,Comedy,Drama"
imdb.com/title/tt0449059,7.8,468057,Little Miss Sunshine,Little Miss Sunshine,2006,101,"Comedy,Drama"
imdb.com/title/tt0037382,7.8,34087,To Have and Have Not,To Have and Have Not,1944,100,"Adventure,Comedy,Film-Noir"
imdb.com/title/tt0108358,7.8,143159,Tombstone,Tombstone,1993,130,"Action,Biography,Drama"
imdb.com/title/tt0079417,7.8,142804,Kramer vs. Kramer,Kramer vs. Kramer,1979,105,Drama
imdb.com/title/tt2181931,7.8,35836,English Vinglish,English Vinglish,2012,134,"Comedy,Drama,Family"
imdb.com/title/tt0332280,7.8,556281,The Notebook,The Notebook,2004,123,"Drama,Romance"
imdb.com/title/tt1772925,7.8,35427,Jiro Dreams of Sushi,Jiro Dreams of Sushi,2011,81,Documentary
imdb.com/title/tt13510660,7.7,39388,Dhamaka,Dhamaka,2021,103,"Crime,Drama,Thriller"
imdb.com/title/tt0084855,7.7,39603,The Verdict,The Verdict,1982,129,Drama
imdb.com/title/tt0055032,7.7,40801,Jules and Jim,Jules et Jim,1962,105,"Drama,Romance"
imdb.com/title/tt0107653,7.7,38583,Naked,Naked,1993,131,"Comedy,Drama"
imdb.com/title/tt0040506,7.7,40199,Key Largo,Key Largo,1948,100,"Action,Crime,Drama"
imdb.com/title/tt3398268,7.7,38869,When Marnie Was There,Omoide no Mânî,2014,103,"Animation,Drama,Family"
imdb.com/title/tt0060665,7.7,34145,A Man for All Seasons,A Man for All Seasons,1966,120,"Biography,Drama,History"
imdb.com/title/tt0058777,7.7,38678,Zulu,Zulu,1964,138,"Drama,History,War"
imdb.com/title/tt0110877,7.7,36026,The Postman,Il postino,1994,108,"Biography,Comedy,Drama"
imdb.com/title/tt0158983,7.7,201875,"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",1999,81,"Animation,Comedy,Fantasy"
imdb.com/title/tt0130827,7.7,196591,Run Lola Run,Lola rennt,1998,81,"Crime,Drama,Thriller"
imdb.com/title/tt0096438,7.7,196040,Who Framed Roger Rabbit,Who Framed Roger Rabbit,1988,104,"Adventure,Animation,Comedy"
imdb.com/title/tt0117381,7.7,207487,Primal Fear,Primal Fear,1996,129,"Crime,Drama,Mystery"
imdb.com/title/tt0248845,7.7,35229,Hedwig and the Angry Inch,Hedwig and the Angry Inch,2001,95,"Comedy,Drama,Music"
imdb.com/title/tt0914798,7.7,211497,The Boy in the Striped Pajamas,The Boy in the Striped Pyjamas,2008,94,"Drama,War"
imdb.com/title/tt0098635,7.7,212295,When Harry Met Sally...,When Harry Met Sally...,1989,95,"Comedy,Drama,Romance"
imdb.com/title/tt0308644,7.7,204400,Finding Neverland,Finding Neverland,2004,106,"Biography,Drama,Family"
imdb.com/title/tt0045061,7.7,38135,The Quiet Man,The Quiet Man,1952,129,"Comedy,Drama,Romance"
imdb.com/title/tt0073312,7.7,38152,Love and Death,Love and Death,1975,85,"Comedy,War"
imdb.com/title/tt0096163,7.7,38067,The Vanishing,Spoorloos,1988,107,"Mystery,Thriller"
imdb.com/title/tt0327597,7.7,217987,Coraline,Coraline,2009,100,"Animation,Drama,Family"
imdb.com/title/tt0109445,7.7,219400,Clerks,Clerks,1994,92,Comedy
imdb.com/title/tt0457655,7.7,34328,After the Wedding,Efter brylluppet,2006,120,Drama
imdb.com/title/tt1590089,7.7,38476,Confessions,Kokuhaku,2010,106,"Drama,Thriller"
imdb.com/title/tt0268126,7.7,189612,Adaptation.,Adaptation.,2002,115,"Comedy,Drama"
imdb.com/title/tt0058150,7.7,186279,Goldfinger,Goldfinger,1964,110,"Action,Adventure,Thriller"
imdb.com/title/tt0090756,7.7,194353,Blue Velvet,Blue Velvet,1986,120,"Crime,Drama,Mystery"
imdb.com/title/tt0056869,7.7,184608,The Birds,The Birds,1963,119,"Drama,Horror,Mystery"
imdb.com/title/tt0455590,7.7,184109,The Last King of Scotland,The Last King of Scotland,2006,123,"Biography,Drama,History"
imdb.com/title/tt2024519,7.7,40915,The Broken Circle Breakdown,The Broken Circle Breakdown,2012,111,"Drama,Music,Romance"
imdb.com/title/tt0114388,7.7,113174,Sense and Sensibility,Sense and Sensibility,1995,136,"Drama,Romance"
imdb.com/title/tt4901306,7.7,63703,Perfect Strangers,Perfetti sconosciuti,2016,96,"Comedy,Drama"
imdb.com/title/tt0243017,7.7,63503,Waking Life,Waking Life,2001,99,"Animation,Drama,Fantasy"
imdb.com/title/tt1821549,7.7,117001,Nebraska,Nebraska,2013,115,"Adventure,Comedy,Drama"
imdb.com/title/tt1754656,7.7,61053,The Little Prince,Le Petit Prince,2015,108,"Adventure,Animation,Drama"
imdb.com/title/tt0084726,7.7,119208,Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan,1982,113,"Action,Adventure,Sci-Fi"
imdb.com/title/tt5363618,7.7,117948,Sound of Metal,Sound of Metal,2019,120,"Drama,Music"
imdb.com/title/tt0870111,7.7,107230,Frost/Nixon,Frost/Nixon,2008,122,"Biography,Drama,History"
imdb.com/title/tt0091605,7.7,107312,The Name of the Rose,Der Name der Rose,1986,130,"Drama,History,Mystery"
imdb.com/title/tt0125659,7.7,68579,Open Your Eyes,Abre los ojos,1997,119,"Drama,Mystery,Sci-Fi"
imdb.com/title/tt1527788,7.7,68300,The Man from Nowhere,Ajeossi,2010,119,"Action,Crime,Drama"
imdb.com/title/tt0808506,7.7,64966,The Girl Who Leapt Through Time,Toki o kakeru shôjo,2006,98,"Adventure,Animation,Comedy"
imdb.com/title/tt0061418,7.7,110813,Bonnie and Clyde,Bonnie and Clyde,1967,111,"Action,Biography,Crime"
imdb.com/title/tt0421082,7.7,64590,Control,Control,2007,122,"Biography,Drama,Music"
imdb.com/title/tt0104940,7.7,57404,The Muppet Christmas Carol,The Muppet Christmas Carol,1992,85,"Comedy,Drama,Family"
imdb.com/title/tt0245574,7.7,121426,Y tu mamá también,Y tu mamá también,2001,106,Drama
imdb.com/title/tt0480025,7.7,121017,This Is England,This Is England,2006,101,"Crime,Drama"
imdb.com/title/tt0067116,7.7,120204,The French Connection,The French Connection,1971,104,"Action,Crime,Drama"
imdb.com/title/tt0070666,7.7,120268,Serpico,Serpico,1973,130,"Biography,Crime,Drama"
imdb.com/title/tt0092965,7.7,123548,Empire of the Sun,Empire of the Sun,1987,153,"Drama,History,War"
imdb.com/title/tt5186714,7.7,59443,The Salesman,Forushande,2016,124,Drama
imdb.com/title/tt0102536,7.7,59585,Night on Earth,Night on Earth,1991,129,"Comedy,Drama"
imdb.com/title/tt0147612,7.7,69572,Happiness,Happiness,1998,134,"Comedy,Drama"
imdb.com/title/tt0088939,7.7,85041,The Color Purple,The Color Purple,1985,154,Drama
imdb.com/title/tt0054047,7.7,93539,The Magnificent Seven,The Magnificent Seven,1960,128,"Action,Adventure,Western"
imdb.com/title/tt0104797,7.7,92977,Malcolm X,Malcolm X,1992,202,"Biography,Drama,History"
imdb.com/title/tt0250258,7.7,93328,The Experiment,Das Experiment,2001,120,"Drama,Thriller"
imdb.com/title/tt1683526,7.7,83525,Detachment,Detachment,2011,98,Drama
imdb.com/title/tt0032455,7.7,94349,Fantasia,Fantasia,1940,125,"Animation,Family,Fantasy"
imdb.com/title/tt2013293,7.7,82739,The Wind Rises,Kaze tachinu,2013,126,"Animation,Biography,Drama"
imdb.com/title/tt0048545,7.7,89150,Rebel Without a Cause,Rebel Without a Cause,1955,111,Drama
imdb.com/title/tt2358891,7.7,88870,The Great Beauty,La grande bellezza,2013,141,Drama
imdb.com/title/tt0104652,7.7,86746,Porco Rosso,Kurenai no buta,1992,94,"Adventure,Animation,Comedy"
imdb.com/title/tt0817177,7.7,88617,Flipped,Flipped,2010,90,"Comedy,Drama,Romance"
imdb.com/title/tt0093389,7.7,101345,The Last Emperor,The Last Emperor,1987,163,"Biography,Drama,History"
imdb.com/title/tt0389557,7.7,76194,Black Book,Zwartboek,2006,145,"Drama,Thriller,War"
imdb.com/title/tt0101921,7.7,73249,Fried Green Tomatoes,Fried Green Tomatoes,1991,130,Drama
imdb.com/title/tt0061578,7.7,71744,The Dirty Dozen,The Dirty Dozen,1967,150,"Action,Adventure,War"
imdb.com/title/tt0068473,7.7,106418,Deliverance,Deliverance,1972,109,"Adventure,Drama,Thriller"
imdb.com/title/tt0069762,7.7,71747,Badlands,Badlands,1973,94,"Action,Crime,Drama"
imdb.com/title/tt0104348,7.7,103375,Glengarry Glen Ross,Glengarry Glen Ross,1992,100,"Crime,Drama,Mystery"
imdb.com/title/tt0053472,7.7,79526,Breathless,À bout de souffle,1960,90,"Crime,Drama"
imdb.com/title/tt7979580,7.7,98763,The Mitchells vs the Machines,The Mitchells vs the Machines,2021,113,"Adventure,Animation,Comedy"
imdb.com/title/tt1365050,7.7,79934,Beasts of No Nation,Beasts of No Nation,2015,137,"Drama,War"
imdb.com/title/tt0851578,7.7,80246,Paprika,Papurika,2006,90,"Animation,Drama,Fantasy"
imdb.com/title/tt0043265,7.7,77635,The African Queen,The African Queen,1951,105,"Adventure,Drama,Romance"
imdb.com/title/tt2278871,7.7,148832,Blue Is the Warmest Colour,La vie d'Adèle,2013,180,"Drama,Romance"
imdb.com/title/tt0101765,7.7,47529,The Double Life of Véronique,La double vie de Véronique,1991,98,"Drama,Fantasy,Music"
imdb.com/title/tt1070874,7.7,169897,The Trial of the Chicago 7,The Trial of the Chicago 7,2020,129,"Drama,History,Thriller"
imdb.com/title/tt0104691,7.7,165141,The Last of the Mohicans,The Last of the Mohicans,1992,112,"Action,Adventure,Drama"
imdb.com/title/tt0086637,7.7,41763,Zelig,Zelig,1983,79,Comedy
imdb.com/title/tt0066999,7.7,153088,Dirty Harry,Dirty Harry,1971,102,"Action,Crime,Thriller"
imdb.com/title/tt0108122,7.7,44456,Short Cuts,Short Cuts,1993,188,"Comedy,Drama"
imdb.com/title/tt6155172,7.7,154059,Roma,Roma,2018,135,Drama
imdb.com/title/tt0298845,7.7,42883,In America,In America,2002,105,Drama
imdb.com/title/tt0061395,7.7,43670,Belle de Jour,Belle de jour,1967,100,"Drama,Romance"
imdb.com/title/tt1839596,7.7,43491,Rockstar,Rockstar,2011,159,"Drama,Music,Romance"
imdb.com/title/tt0092991,7.7,159479,Evil Dead II,Evil Dead II,1987,84,"Comedy,Horror"
imdb.com/title/tt0056197,7.7,55068,The Longest Day,The Longest Day,1962,178,"Action,Drama,History"
imdb.com/title/tt0373074,7.7,136345,Kung Fu Hustle,Kung fu,2004,99,"Action,Comedy,Fantasy"
imdb.com/title/tt1155592,7.7,55394,Man on Wire,Man on Wire,2008,94,"Biography,Crime,Documentary"
imdb.com/title/tt2582496,7.7,129763,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,2015,105,"Comedy,Drama"
imdb.com/title/tt0071230,7.7,135971,Blazing Saddles,Blazing Saddles,1974,93,"Comedy,Western"
imdb.com/title/tt0245844,7.7,136070,The Count of Monte Cristo,The Count of Monte Cristo,2002,131,"Action,Adventure,Drama"
imdb.com/title/tt0249462,7.7,133285,Billy Elliot,Billy Elliot,2000,110,"Drama,Music"
imdb.com/title/tt0100150,7.7,133595,Miller's Crossing,Miller's Crossing,1990,115,"Crime,Drama,Thriller"
imdb.com/title/tt0418455,7.7,49999,Adam's Apples,Adams æbler,2005,94,"Comedy,Crime,Drama"
imdb.com/title/tt0301357,7.7,144519,Good Bye Lenin!,Good Bye Lenin!,2003,121,"Comedy,Drama,Romance"
imdb.com/title/tt0090967,7.7,50996,Down by Law,Down by Law,1986,107,"Comedy,Crime,Drama"
imdb.com/title/tt0081283,7.7,51224,Ordinary People,Ordinary People,1980,124,Drama
imdb.com/title/tt0089853,7.7,51023,The Purple Rose of Cairo,The Purple Rose of Cairo,1985,82,"Comedy,Fantasy,Romance"
imdb.com/title/tt0350258,7.7,145775,Ray,Ray,2004,152,"Biography,Drama,Music"
imdb.com/title/tt2404461,7.7,48392,The Past,Le passé,2013,130,"Drama,Mystery"
imdb.com/title/tt0104684,7.7,49785,Hard Boiled,Lat sau san taam,1992,128,"Action,Crime,Thriller"
imdb.com/title/tt0049366,7.7,48763,Invasion of the Body Snatchers,Invasion of the Body Snatchers,1956,80,"Drama,Horror,Sci-Fi"
imdb.com/title/tt10288566,7.7,140372,Another Round,Druk,2020,117,"Comedy,Drama"
imdb.com/title/tt4080728,7.7,53269,A Man Called Ove,En man som heter Ove,2015,116,"Comedy,Drama,Romance"
imdb.com/title/tt0117631,7.7,53830,Shine,Shine,1996,105,"Biography,Drama,Music"
imdb.com/title/tt0286244,7.7,54028,The Triplets of Belleville,Les triplettes de Belleville,2002,80,"Animation,Comedy,Drama"
imdb.com/title/tt1408101,7.7,478444,Star Trek Into Darkness,Star Trek Into Darkness,2013,132,"Action,Adventure,Sci-Fi"
imdb.com/title/tt0372183,7.7,456015,The Bourne Supremacy,The Bourne Supremacy,2004,108,"Action,Mystery,Thriller"
imdb.com/title/tt0398286,7.7,438321,Tangled,Tangled,2010,100,"Adventure,Animation,Comedy"
imdb.com/title/tt2980516,7.7,438645,The Theory of Everything,The Theory of Everything,2014,123,"Biography,Drama,Romance"
imdb.com/title/tt0335266,7.7,443337,Lost in Translation,Lost in Translation,2003,102,"Comedy,Drama"
imdb.com/title/tt5463162,7.7,549415,Deadpool 2,Deadpool 2,2018,119,"Action,Adventure,Comedy"
imdb.com/title/tt0099785,7.7,550882,Home Alone,Home Alone,1990,103,"Comedy,Family"
imdb.com/title/tt5052448,7.7,557148,Get Out,Get Out,2017,104,"Horror,Mystery,Thriller"
imdb.com/title/tt0240772,7.7,555971,Ocean's Eleven,Ocean's Eleven,2001,116,"Crime,Thriller"
imdb.com/title/tt0181689,7.7,538508,Minority Report,Minority Report,2002,145,"Action,Crime,Mystery"
imdb.com/title/tt1022603,7.7,501102,500 Days of Summer,(500) Days of Summer,2009,95,"Comedy,Drama,Romance"
imdb.com/title/tt0443706,7.7,521067,Zodiac,Zodiac,2007,157,"Crime,Drama,Mystery"
imdb.com/title/tt0470752,7.7,523065,Ex Machina,Ex Machina,2014,108,"Drama,Sci-Fi,Thriller"
imdb.com/title/tt0926084,7.7,528106,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,2010,146,"Adventure,Family,Fantasy"
imdb.com/title/tt0139654,7.7,422707,Training Day,Training Day,2001,122,"Action,Crime,Drama"
imdb.com/title/tt0265086,7.7,387727,Black Hawk Down,Black Hawk Down,2001,144,"Action,Drama,History"
imdb.com/title/tt0361862,7.7,380590,The Machinist,The Machinist,2004,101,"Drama,Thriller"
imdb.com/title/tt0119174,7.7,382037,The Game,The Game,1997,129,"Drama,Mystery,Thriller"
imdb.com/title/tt0388795,7.7,348893,Brokeback Mountain,Brokeback Mountain,2005,134,"Drama,Romance"
imdb.com/title/tt1490017,7.7,344703,The Lego Movie,The Lego Movie,2014,100,"Action,Adventure,Animation"
