tconst,averageRating,numVotes,primaryTitle,originalTitle,startYear,runtimeMinutes,genres
imdb.com/title/tt0020629,8.1,60683,All Quiet on the Western Front,All Quiet on the Western Front,1930,152,"Drama,War"
imdb.com/title/tt0091288,8.1,25538,Jean de Florette,Jean de Florette,1986,120,"Comedy,Drama,History"
imdb.com/title/tt4934950,8.1,34565,Talvar,Talvar,2015,132,"Crime,Drama,Mystery"
imdb.com/title/tt0375611,8.1,34693,Black,Black,2005,122,Drama
imdb.com/title/tt0043338,8.1,35226,Ace in the Hole,Ace in the Hole,1951,111,"Drama,Film-Noir"
imdb.com/title/tt2991224,8.1,45596,Tangerines,Mandariinid,2013,87,"Drama,War"
imdb.com/title/tt0070510,8.1,46611,Paper Moon,Paper Moon,1973,102,"Comedy,Crime,Drama"
imdb.com/title/tt0040725,8.1,34268,The Red Shoes,The Red Shoes,1948,135,"Drama,Music,Romance"
imdb.com/title/tt5571734,8.1,44050,Pink,Pink,2016,136,"Crime,Drama,Thriller"
imdb.com/title/tt2140203,8.1,43634,Wolf Children,Ôkami kodomo no Ame to Yuki,2012,117,"Animation,Drama,Family"
imdb.com/title/tt1639426,8.1,44623,Udaan,Udaan,2010,134,Drama
imdb.com/title/tt0028950,8.1,36146,The Grand Illusion,La grande illusion,1937,113,"Drama,War"
imdb.com/title/tt0051808,8.1,38321,The Hidden Fortress,Kakushi-toride no san-akunin,1958,139,"Action,Adventure,Drama"
imdb.com/title/tt14152756,8.1,29580,Seaspiracy,Seaspiracy,2021,89,"Adventure,Documentary"
imdb.com/title/tt1821700,8.1,29690,To Strike,Waar,2013,130,"Action,Crime,Drama"
imdb.com/title/tt0053946,8.1,29777,Inherit the Wind,Inherit the Wind,1960,128,"Biography,Drama,History"
imdb.com/title/tt0097223,8.1,30301,Time of the Gypsies,Dom za vesanje,1988,142,"Comedy,Crime,Drama"
imdb.com/title/tt0073707,8.1,54887,Sholay,Sholay,1975,204,"Action,Adventure,Comedy"
imdb.com/title/tt0106332,8.1,28004,Farewell My Concubine,Ba wang bie ji,1993,171,"Drama,Music,Romance"
imdb.com/title/tt3390572,8.1,54283,Haider,Haider,2014,160,"Action,Crime,Drama"
imdb.com/title/tt0053976,8.1,28817,The Virgin Spring,Jungfrukällan,1960,89,Drama
imdb.com/title/tt0018773,8.1,33211,The Circus,The Circus,1928,72,"Comedy,Family,Romance"
imdb.com/title/tt0066763,8.1,33427,Anand,Anand,1971,122,"Drama,Musical"
imdb.com/title/tt0077711,8.1,33507,Autumn Sonata,Höstsonaten,1978,99,"Drama,Music"
imdb.com/title/tt0048021,8.1,33560,Rififi,Du rififi chez les hommes,1955,118,"Crime,Drama,Thriller"
imdb.com/title/tt0050783,8.1,48133,Nights of Cabiria,Le notti di Cabiria,1957,110,Drama
imdb.com/title/tt0074896,8.1,46795,The Message,The Message,1976,177,"Biography,Drama,History"
imdb.com/title/tt0050613,8.1,51238,Throne of Blood,Kumonosu-jô,1957,110,"Drama,History"
imdb.com/title/tt8633462,8.1,31309,"Quo Vadis, Aida?","Quo vadis, Aida?",2020,101,"Drama,History,War"
imdb.com/title/tt0018455,8.1,50503,Sunrise,Sunrise: A Song of Two Humans,1927,94,"Drama,Romance"
imdb.com/title/tt0101640,8.1,32086,Raise the Red Lantern,Da hong deng long gao gao gua,1991,125,"Drama,History,Romance"
imdb.com/title/tt0042041,8.1,32327,White Heat,White Heat,1949,114,"Action,Crime,Drama"
imdb.com/title/tt0033045,8.1,32327,The Shop Around the Corner,The Shop Around the Corner,1940,99,"Comedy,Drama,Romance"
imdb.com/title/tt12888462,8.1,50940,My Octopus Teacher,My Octopus Teacher,2020,85,Documentary
imdb.com/title/tt2758880,8.1,50939,Winter Sleep,Kis Uykusu,2014,196,Drama
imdb.com/title/tt2631186,8.1,114911,Baahubali: The Beginning,Bãhubali: The Beginning,2015,159,"Action,Drama"
imdb.com/title/tt0060827,8.1,114997,Persona,Persona,1966,85,"Drama,Thriller"
imdb.com/title/tt0070047,8.1,389838,The Exorcist,The Exorcist,1973,122,Horror
imdb.com/title/tt0053198,8.1,115063,The 400 Blows,Les quatre cents coups,1959,99,"Crime,Drama"
imdb.com/title/tt8613070,8.1,85076,Portrait of a Lady on Fire,Portrait de la jeune fille en feu,2019,122,"Drama,Romance"
imdb.com/title/tt0154420,8.1,85655,The Celebration,Festen,1998,105,Drama
imdb.com/title/tt0032138,8.1,388220,The Wizard of Oz,The Wizard of Oz,1939,102,"Adventure,Family,Fantasy"
imdb.com/title/tt0074958,8.1,156446,Network,Network,1976,121,Drama
imdb.com/title/tt0083987,8.1,227205,Gandhi,Gandhi,1982,191,"Biography,Drama"
imdb.com/title/tt2267998,8.1,946438,Gone Girl,Gone Girl,2014,149,"Drama,Mystery,Thriller"
imdb.com/title/tt0892769,8.1,716413,How to Train Your Dragon,How to Train Your Dragon,2010,98,"Action,Adventure,Animation"
imdb.com/title/tt0169102,8.1,111756,Lagaan: Once Upon a Time in India,Lagaan: Once Upon a Time in India,2001,224,"Drama,Musical,Sport"
imdb.com/title/tt1392190,8.1,964021,Mad Max: Fury Road,Mad Max: Fury Road,2015,120,"Action,Adventure,Sci-Fi"
imdb.com/title/tt0382932,8.1,697809,Ratatouille,Ratatouille,2007,111,"Adventure,Animation,Comedy"
imdb.com/title/tt0092005,8.1,391556,Stand by Me,Stand by Me,1986,89,"Adventure,Drama"
imdb.com/title/tt0031679,8.1,113994,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,1939,129,"Comedy,Drama"
imdb.com/title/tt0052618,8.1,234403,Ben-Hur,Ben-Hur,1959,212,"Adventure,Drama,History"
imdb.com/title/tt0395169,8.1,350115,Hotel Rwanda,Hotel Rwanda,2004,121,"Biography,Drama,History"
imdb.com/title/tt12361974,8.1,371830,Zack Snyder's Justice League,Zack Snyder's Justice League,2021,242,"Action,Adventure,Fantasy"
imdb.com/title/tt1160419,8.1,541806,Dune,Dune: Part One,2021,155,"Action,Adventure,Drama"
imdb.com/title/tt0405508,8.1,117985,Color It Yellow,Rang De Basanti,2006,167,"Comedy,Crime,Drama"
imdb.com/title/tt1950186,8.1,362668,Ford v Ferrari,Ford v Ferrari,2019,152,"Action,Biography,Drama"
imdb.com/title/tt0116282,8.1,661689,Fargo,Fargo,1996,98,"Crime,Thriller"
imdb.com/title/tt2024544,8.1,683449,12 Years a Slave,12 Years a Slave,2013,134,"Biography,Drama,History"
imdb.com/title/tt1392214,8.1,674835,Prisoners,Prisoners,2013,153,"Crime,Drama,Mystery"
imdb.com/title/tt0405159,8.1,673256,Million Dollar Baby,Million Dollar Baby,2004,132,"Drama,Sport"
imdb.com/title/tt3863552,8.1,84571,Bajrangi Bhaijaan,Bajrangi Bhaijaan,2015,163,"Action,Adventure,Comedy"
imdb.com/title/tt0245712,8.1,236636,Amores perros,Amores perros,2000,154,"Drama,Thriller"
imdb.com/title/tt0117951,8.1,671664,Trainspotting,Trainspotting,1996,93,Drama
imdb.com/title/tt0047296,8.1,152180,On the Waterfront,On the Waterfront,1954,108,"Crime,Drama,Thriller"
imdb.com/title/tt1205489,8.1,759367,Gran Torino,Gran Torino,2008,116,Drama
imdb.com/title/tt0050986,8.1,105245,Wild Strawberries,Smultronstället,1957,91,"Drama,Romance"
imdb.com/title/tt0978762,8.1,174451,Mary and Max,Mary and Max.,2009,92,"Animation,Comedy,Drama"
imdb.com/title/tt0061512,8.1,174012,Cool Hand Luke,Cool Hand Luke,1967,127,"Crime,Drama"
imdb.com/title/tt0118715,8.1,787657,The Big Lebowski,The Big Lebowski,1998,117,"Comedy,Crime"
imdb.com/title/tt0129167,8.1,186677,The Iron Giant,The Iron Giant,1999,86,"Action,Adventure,Animation"
imdb.com/title/tt0050976,8.1,181116,The Seventh Seal,Det sjunde inseglet,1957,96,"Drama,Fantasy"
imdb.com/title/tt1979320,8.1,466597,Rush,Rush,2013,123,"Action,Biography,Drama"
imdb.com/title/tt1454029,8.1,448108,The Help,The Help,2011,146,Drama
imdb.com/title/tt1895587,8.1,457537,Spotlight,Spotlight,2015,129,"Biography,Crime,Drama"
imdb.com/title/tt2278388,8.1,777120,The Grand Budapest Hotel,The Grand Budapest Hotel,2014,99,"Adventure,Comedy,Crime"
imdb.com/title/tt0111495,8.1,101178,Three Colors: Red,Trois couleurs: Rouge,1994,99,"Drama,Mystery,Romance"
imdb.com/title/tt2338151,8.1,178767,PK,PK,2014,153,"Comedy,Drama,Sci-Fi"
imdb.com/title/tt0025316,8.1,101822,It Happened One Night,It Happened One Night,1934,105,"Comedy,Romance"
imdb.com/title/tt3011894,8.1,192841,Wild Tales,Relatos salvajes,2014,122,"Comedy,Drama,Thriller"
imdb.com/title/tt0097165,8.1,469208,Dead Poets Society,Dead Poets Society,1989,128,"Comedy,Drama"
imdb.com/title/tt0113247,8.1,167248,La Haine,La haine,1995,98,"Crime,Drama"
imdb.com/title/tt0083658,8.1,745775,Blade Runner,Blade Runner,1982,117,"Action,Drama,Sci-Fi"
imdb.com/title/tt0264464,8.1,933023,Catch Me If You Can,Catch Me If You Can,2002,141,"Biography,Crime,Drama"
imdb.com/title/tt0041959,8.1,168964,The Third Man,The Third Man,1949,104,"Film-Noir,Mystery,Thriller"
imdb.com/title/tt2119532,8.1,498197,Hacksaw Ridge,Hacksaw Ridge,2016,139,"Biography,Drama,History"
imdb.com/title/tt0072684,8.1,163380,Barry Lyndon,Barry Lyndon,1975,185,"Adventure,Drama,War"
imdb.com/title/tt0032551,8.1,91247,The Grapes of Wrath,The Grapes of Wrath,1940,129,Drama
imdb.com/title/tt0059742,8.1,224904,The Sound of Music,The Sound of Music,1965,172,"Biography,Drama,Family"
imdb.com/title/tt3170832,8.1,406970,Room,Room,2015,118,"Drama,Thriller"
imdb.com/title/tt3315342,8.1,723669,Logan,Logan,2017,137,"Action,Drama,Sci-Fi"
imdb.com/title/tt0091763,8.1,405231,Platoon,Platoon,1986,120,"Drama,War"
imdb.com/title/tt0353969,8.1,170979,Memories of Murder,Salinui chueok,2003,131,"Crime,Drama,Mystery"
imdb.com/title/tt5027774,8.1,487380,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017,115,"Comedy,Crime,Drama"
imdb.com/title/tt0198781,8.1,879230,"Monsters, Inc.","Monsters, Inc.",2001,92,"Adventure,Animation,Comedy"
imdb.com/title/tt0107207,8.1,170818,In the Name of the Father,In the Name of the Father,1993,133,"Biography,Crime,Drama"
imdb.com/title/tt0088247,8.1,838524,The Terminator,The Terminator,1984,107,"Action,Sci-Fi"
imdb.com/title/tt1201607,8.1,841007,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,2011,130,"Adventure,Fantasy,Mystery"
imdb.com/title/tt1028532,8.1,276420,Hachi: A Dog's Tale,Hachi: A Dog's Tale,2009,93,"Biography,Drama,Family"
imdb.com/title/tt4729430,8.1,140717,Klaus,Klaus,2019,96,"Adventure,Animation,Comedy"
imdb.com/title/tt0056217,8.1,74659,The Man Who Shot Liberty Valance,The Man Who Shot Liberty Valance,1962,123,"Drama,Western"
imdb.com/title/tt0096283,8.1,325507,My Neighbor Totoro,Tonari no Totoro,1988,86,"Animation,Comedy,Family"
imdb.com/title/tt5323662,8.1,74106,A Silent Voice: The Movie,Koe no katachi,2016,130,"Animation,Drama"
imdb.com/title/tt0116231,8.1,69447,The Bandit,Eskiya,1996,128,"Crime,Drama,Thriller"
imdb.com/title/tt0079944,8.1,130911,Stalker,Stalker,1979,162,"Drama,Sci-Fi"
imdb.com/title/tt0077416,8.1,332586,The Deer Hunter,The Deer Hunter,1978,183,"Drama,War"
imdb.com/title/tt4016934,8.1,137233,The Handmaiden,Ah-ga-ssi,2016,145,"Drama,Romance,Thriller"
imdb.com/title/tt8110330,8.1,128223,Dil Bechara,Dil Bechara,2020,101,"Comedy,Drama,Romance"
imdb.com/title/tt0107048,8.1,611880,Groundhog Day,Groundhog Day,1993,101,"Comedy,Drama,Fantasy"
imdb.com/title/tt0292490,8.1,71047,Dil Chahta Hai,Dil Chahta Hai,2001,183,"Comedy,Drama,Romance"
imdb.com/title/tt0075148,8.1,557592,Rocky,Rocky,1976,120,"Drama,Sport"
imdb.com/title/tt0758758,8.1,610150,Into the Wild,Into the Wild,2007,148,"Adventure,Biography,Drama"
imdb.com/title/tt0073195,8.1,579987,Jaws,Jaws,1975,124,"Adventure,Thriller"
imdb.com/title/tt0118694,8.1,144048,In the Mood for Love,Fa yeung nin wah,2000,98,"Drama,Romance"
imdb.com/title/tt0032976,8.1,134606,Rebecca,Rebecca,1940,130,"Drama,Film-Noir,Mystery"
imdb.com/title/tt0374887,8.1,80013,Munna Bhai M.B.B.S.,Munna Bhai M.B.B.S.,2003,156,"Comedy,Drama"
imdb.com/title/tt2082197,8.1,80513,Barfi!,Barfi!,2012,151,"Comedy,Drama,Romance"
imdb.com/title/tt0112471,8.1,297155,Before Sunrise,Before Sunrise,1995,101,"Drama,Romance"
imdb.com/title/tt1280558,8.1,77825,A Wednesday,A Wednesday,2008,104,"Action,Crime,Drama"
imdb.com/title/tt0381681,8.1,256046,Before Sunset,Before Sunset,2004,80,"Drama,Romance"
imdb.com/title/tt0871510,8.1,78959,Let's Go! India,Chak De! India,2007,153,"Drama,Family,Sport"
imdb.com/title/tt10579952,8.1,69070,Master,Master,2021,179,"Action,Thriller"
imdb.com/title/tt0039689,8.0,36417,Out of the Past,Out of the Past,1947,97,"Crime,Drama,Film-Noir"
imdb.com/title/tt0056443,8.0,37607,Sanjuro,Tsubaki Sanjûrô,1962,96,"Action,Drama,Thriller"
imdb.com/title/tt4857264,8.0,169470,The Invisible Guest,Contratiempo,2016,106,"Crime,Drama,Mystery"
imdb.com/title/tt0041546,8.0,36908,Kind Hearts and Coronets,Kind Hearts and Coronets,1949,106,"Comedy,Crime"
imdb.com/title/tt0046250,8.0,136202,Roman Holiday,Roman Holiday,1953,118,"Comedy,Romance"
imdb.com/title/tt0923752,8.0,36351,The King of Kong: A Fistful of Quarters,The King of Kong,2007,79,"Biography,Documentary,Sport"
imdb.com/title/tt0063442,8.0,176756,Planet of the Apes,Planet of the Apes,1968,112,"Adventure,Sci-Fi"
imdb.com/title/tt0454921,8.0,493364,The Pursuit of Happyness,The Pursuit of Happyness,2006,117,"Biography,Drama"
imdb.com/title/tt3783958,8.0,562219,La La Land,La La Land,2016,128,"Comedy,Drama,Music"
imdb.com/title/tt0083946,8.0,34344,Fitzcarraldo,Fitzcarraldo,1982,158,"Adventure,Drama"
imdb.com/title/tt2948356,8.0,479009,Zootopia,Zootopia,2016,108,"Adventure,Animation,Comedy"
imdb.com/title/tt10895576,8.0,37195,Mimi,Mimi,2021,132,"Comedy,Drama"
imdb.com/title/tt0094625,8.0,180251,Akira,Akira,1988,124,"Action,Animation,Drama"
imdb.com/title/tt0102138,8.0,152919,JFK,JFK,1991,189,"Drama,History,Thriller"
imdb.com/title/tt0072431,8.0,155095,Young Frankenstein,Young Frankenstein,1974,106,Comedy
imdb.com/title/tt0033870,8.0,156321,The Maltese Falcon,The Maltese Falcon,1941,100,"Crime,Film-Noir,Mystery"
imdb.com/title/tt1856101,8.0,535618,Blade Runner 2049,Blade Runner 2049,2017,164,"Action,Drama,Mystery"
imdb.com/title/tt0379557,8.0,35557,Touching the Void,Touching the Void,2003,106,"Adventure,Documentary,Drama"
imdb.com/title/tt0056111,8.0,35709,Ivan's Childhood,Ivanovo detstvo,1962,95,"Drama,War"
imdb.com/title/tt0276919,8.0,146522,Dogville,Dogville,2003,178,"Crime,Drama"
imdb.com/title/tt0310793,8.0,143591,Bowling for Columbine,Bowling for Columbine,2002,120,"Crime,Documentary,Drama"
imdb.com/title/tt0092067,8.0,162390,Castle in the Sky,Tenkû no shiro Rapyuta,1986,125,"Adventure,Animation,Family"
imdb.com/title/tt1659337,8.0,496155,The Perks of Being a Wallflower,The Perks of Being a Wallflower,2012,103,"Drama,Romance"
imdb.com/title/tt0270053,8.0,36229,Vizontele,Vizontele,2001,110,"Comedy,Drama"
imdb.com/title/tt0095953,8.0,501584,Rain Man,Rain Man,1988,133,Drama
imdb.com/title/tt0087544,8.0,165671,Nausicaä of the Valley of the Wind,Kaze no tani no Naushika,1984,117,"Adventure,Animation,Sci-Fi"
imdb.com/title/tt0450259,8.0,535162,Blood Diamond,Blood Diamond,2006,143,"Adventure,Drama,Thriller"
imdb.com/title/tt0069467,8.0,33537,Cries & Whispers,Viskningar och rop,1972,91,Drama
imdb.com/title/tt0099348,8.0,258411,Dances with Wolves,Dances with Wolves,1990,181,"Adventure,Drama,Western"
imdb.com/title/tt0107688,8.0,325661,The Nightmare Before Christmas,The Nightmare Before Christmas,1993,76,"Animation,Family,Fantasy"
imdb.com/title/tt0075686,8.0,262121,Annie Hall,Annie Hall,1977,93,"Comedy,Romance"
imdb.com/title/tt0038890,8.0,26047,"Rome, Open City",Roma città aperta,1945,103,"Drama,Thriller,War"
imdb.com/title/tt0072890,8.0,251610,Dog Day Afternoon,Dog Day Afternoon,1975,125,"Biography,Crime,Drama"
imdb.com/title/tt0057091,8.0,25449,The Leopard,Il gattopardo,1963,186,"Drama,History"
imdb.com/title/tt0037913,8.0,25424,Mildred Pierce,Mildred Pierce,1945,111,"Crime,Drama,Film-Noir"
imdb.com/title/tt0105323,8.0,287636,Scent of a Woman,Scent of a Woman,1992,156,Drama
imdb.com/title/tt2948372,8.0,306162,Soul,Soul,2020,100,"Adventure,Animation,Comedy"
imdb.com/title/tt0175880,8.0,307032,Magnolia,Magnolia,1999,188,Drama
imdb.com/title/tt0061722,8.0,268556,The Graduate,The Graduate,1967,106,"Comedy,Drama,Romance"
imdb.com/title/tt0064115,8.0,212731,Butch Cassidy and the Sundance Kid,Butch Cassidy and the Sundance Kid,1969,110,"Biography,Crime,Drama"
imdb.com/title/tt0093779,8.0,419728,The Princess Bride,The Princess Bride,1987,98,"Adventure,Family,Fantasy"
imdb.com/title/tt5198068,8.0,29942,Wolfwalkers,WolfWalkers,2020,103,"Adventure,Animation,Family"
imdb.com/title/tt0063522,8.0,209910,Rosemary's Baby,Rosemary's Baby,1968,137,"Drama,Horror"
imdb.com/title/tt7485048,8.0,29650,Super 30,Super 30,2019,154,"Biography,Drama"
imdb.com/title/tt6485666,8.0,32865,Mersal,Mersal,2017,172,"Action,Thriller"
imdb.com/title/tt0056732,8.0,32670,The Exterminating Angel,El ángel exterminador,1962,95,"Drama,Fantasy"
imdb.com/title/tt1171701,8.0,33419,The Breath,Nefes: Vatan Sagolsun,2009,128,"Action,Drama,Thriller"
imdb.com/title/tt0092593,8.0,33392,"Goodbye, Children",Au revoir les enfants,1987,104,"Drama,War"
imdb.com/title/tt0352248,8.0,184849,Cinderella Man,Cinderella Man,2005,144,"Biography,Drama,History"
imdb.com/title/tt7725596,8.0,33334,Badhaai Ho,Badhaai ho,2018,124,"Comedy,Drama"
imdb.com/title/tt0319061,8.0,434778,Big Fish,Big Fish,2003,125,"Adventure,Drama,Fantasy"
imdb.com/title/tt0051036,8.0,31265,Sweet Smell of Success,Sweet Smell of Success,1957,96,"Drama,Film-Noir"
imdb.com/title/tt0101414,8.0,439782,Beauty and the Beast,Beauty and the Beast,1991,84,"Animation,Family,Fantasy"
imdb.com/title/tt0079470,8.0,391338,Life of Brian,Life of Brian,1979,94,Comedy
imdb.com/title/tt0408664,8.0,27360,Nobody Knows,Dare mo shiranai,2004,141,Drama
imdb.com/title/tt0086022,8.0,26434,Nostalghia,Nostalghia,1983,125,Drama
imdb.com/title/tt0103639,8.0,400115,Aladdin,Aladdin,1992,90,"Adventure,Animation,Comedy"
imdb.com/title/tt1220719,8.0,220901,Ip Man,Ip Man,2008,106,"Action,Biography,Drama"
imdb.com/title/tt3741834,8.0,231322,Lion,Lion,2016,118,"Biography,Drama"
imdb.com/title/tt0048424,8.0,87862,The Night of the Hunter,The Night of the Hunter,1955,92,"Crime,Drama,Film-Noir"
imdb.com/title/tt0049406,8.0,88292,The Killing,The Killing,1956,84,"Crime,Drama,Film-Noir"
imdb.com/title/tt0056687,8.0,54745,What Ever Happened to Baby Jane?,What Ever Happened to Baby Jane?,1962,134,"Drama,Horror,Thriller"
imdb.com/title/tt0166896,8.0,89040,The Straight Story,The Straight Story,1999,112,"Biography,Drama"
imdb.com/title/tt4044364,8.0,55115,Citizenfour,Citizenfour,2014,114,"Biography,Documentary,History"
imdb.com/title/tt0069293,8.0,89366,Solaris,Solyaris,1972,167,"Drama,Mystery,Sci-Fi"
imdb.com/title/tt4387040,8.0,56305,Airlift,Airlift,2016,130,"Drama,History"
imdb.com/title/tt1555149,8.0,82285,Elite Squad 2: The Enemy Within,Tropa de Elite 2: O Inimigo Agora é Outro,2010,115,"Action,Crime,Drama"
imdb.com/title/tt0046359,8.0,55211,Stalag 17,Stalag 17,1953,120,"Comedy,Drama,War"
imdb.com/title/tt2377938,8.0,55361,Special 26,Special Chabbis,2013,144,"Crime,Drama,Thriller"
imdb.com/title/tt3612616,8.0,55733,Mommy,Mommy,2014,139,Drama
imdb.com/title/tt0051459,8.0,48721,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,1958,108,Drama
imdb.com/title/tt0066206,8.0,100779,Patton,Patton,1970,172,"Biography,Drama,War"
imdb.com/title/tt0062229,8.0,50280,Le Samouraï,Le samouraï,1967,105,"Crime,Drama"
imdb.com/title/tt0044706,8.0,102871,High Noon,High Noon,1952,85,"Drama,Thriller,Western"
imdb.com/title/tt0861739,8.0,102629,Elite Squad,Tropa de Elite,2007,115,"Action,Crime,Drama"
imdb.com/title/tt0808417,8.0,93507,Persepolis,Persepolis,2007,96,"Animation,Biography,Drama"
imdb.com/title/tt0118843,8.0,53234,"Black Cat, White Cat","Crna macka, beli macor",1998,127,"Comedy,Crime,Romance"
imdb.com/title/tt4169250,8.0,52920,M.S. Dhoni: The Untold Story,M.S. Dhoni: The Untold Story,2016,184,"Biography,Drama,Sport"
imdb.com/title/tt0117666,8.0,92829,Sling Blade,Sling Blade,1996,135,Drama
imdb.com/title/tt0109117,8.0,52738,Andaz Apna Apna,Andaz Apna Apna,1994,160,"Action,Comedy,Romance"
imdb.com/title/tt0060107,8.0,52735,Andrei Rublev,Strasti po Andreyu,1966,205,"Biography,Drama,History"
imdb.com/title/tt3659388,8.0,824347,The Martian,The Martian,2015,144,"Adventure,Drama,Sci-Fi"
imdb.com/title/tt10366460,8.0,94692,CODA,CODA,2021,111,"Comedy,Drama,Music"
imdb.com/title/tt1010048,8.0,831684,Slumdog Millionaire,Slumdog Millionaire,2008,120,"Drama,Romance"
imdb.com/title/tt0169858,8.0,51609,Neon Genesis Evangelion: The End of Evangelion,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,87,"Action,Animation,Drama"
imdb.com/title/tt1069238,8.0,51505,Departures,Okuribito,2008,130,"Drama,Music"
imdb.com/title/tt0047528,8.0,62340,The Road,La strada,1954,108,Drama
imdb.com/title/tt0010323,8.0,62318,The Cabinet of Dr. Caligari,Das Cabinet des Dr. Caligari,1920,76,"Horror,Mystery,Thriller"
imdb.com/title/tt0156887,8.0,71149,Perfect Blue,Pâfekuto burû,1997,81,"Animation,Crime,Drama"
imdb.com/title/tt0078841,8.0,71457,Being There,Being There,1979,130,"Comedy,Drama"
imdb.com/title/tt0053779,8.0,71775,La Dolce Vita,La dolce vita,1960,174,"Comedy,Drama"
imdb.com/title/tt0061184,8.0,74193,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,1966,131,Drama
imdb.com/title/tt0384116,8.0,61671,G.O.R.A.,G.O.R.A.,2003,127,"Adventure,Comedy,Sci-Fi"
imdb.com/title/tt0053221,8.0,61245,Rio Bravo,Rio Bravo,1959,141,Western
imdb.com/title/tt0325980,8.0,1072885,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,"Action,Adventure,Fantasy"
